id,name,lb,ub
EX_sucr_e,Sucrose exchange,-1000.0,1000.0
EX_sucsal_e,Exchange of Succinic Semialdehyde,-1000.0,1000.0
EX_sulpacmp_e,Exchange reaction for acetaminophen-sulphate in hepatic vein,-1000.0,1000.0
EX_tacr_e,Exchange reaction for tacrolimus in intestinal lumen,-1000.0,1000.0
EX_tag__D_e,D Tagatose exchange,-1000.0,1000.0
EX_tag_hs_e,Triacylglycerol (homo sapiens) exchange,-1000.0,1000.0
EX_taur_e,Taurine exchange,-1000.0,1000.0
EX_tauribup__S_e,Exchange reaction for taurine conjugate of S-ibuprofen in hepatic vein,-1000.0,1000.0
EX_taxol_e,Paclitaxel exchange,-1000.0,1000.0
EX_tca3s_e,EX tca3s(e),-1000.0,1000.0
EX_tcdca3s_e,EX tcdca3s(e),-1000.0,1000.0
EX_tchola_e,Taurocholic acid exchange,-1000.0,1000.0
EX_tcynt_e,Thiocyanate exchange,-1000.0,1000.0
EX_tdca3s_e,EX tdca3s(e),-1000.0,1000.0
EX_tdchola_e,Taurochenodeoxycholate exchange,-1000.0,1000.0
EX_tdechola_e,Exchange reaction for Taurodeoxycholic acid,-1000.0,1000.0
EX_tetdec2crn_e,Exchange of Tetradecadienoyl Carnitine,-1000.0,1000.0
EX_tetdeca511ac_e,"Exchange of Cis-5, 8-Tetradecadienoic Acid",-1000.0,1000.0
EX_tetdecaeth_e,"Exchange of C14:0-Ethanolamide, Tetradecanoyl Ethanolamide",-1000.0,1000.0
EX_tetdece1crn_e,Exchange of Tetradecenoyl Carnitine,-1000.0,1000.0
EX_tethex3_e,"Tetracosahexaenoic acid, n-3 exchange",-1000.0,1000.0
EX_tetpent3_e,"Tetracosapentaenoic acid, n-3 exchange",-1000.0,1000.0
EX_tetpent6_e,"Tetracosapentaenoic acid, n-6 exchange",-1000.0,1000.0
EX_tettet6_e,Tetracosatetraenoic acid n-6 exchange,-1000.0,1000.0
EX_thbpt_e,"Exchange of 5,6,7,8-Tetrahydrobiopterin",-1000.0,1000.0
EX_thcholstoic_e,"Exchange of 3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholestanoate",-1000.0,1000.0
EX_thexdd_e,"Exchange of 7Z, 10Z-Hexadecadienoic Acid",-1000.0,1000.0
EX_thf_e,"5,6,7,8-Tetrahydrofolate exchange",-1000.0,1000.0
EX_thm_e,Thiamin exchange,-1000.0,1000.0
EX_thmmp_e,Thiamin monophosphate exchange,-1000.0,1000.0
EX_thmtp_e,Thiamin triphosphate exchange,-1000.0,1000.0
EX_thr__L_e,L-Threonine exchange,-1000.0,1000.0
EX_thrargtyr_e,Exchange of ThrArgtyr,-1000.0,1000.0
EX_thrasntyr_e,Exchange of ThrAsntyr,-1000.0,1000.0
EX_thrfvs_e,Exchange reaction for threo-isomer of fluvastain in hepatic vein,-1000.0,1000.0
EX_thrglnglu_e,Exchange of ThrGlnGlu,-1000.0,1000.0
EX_thrglntyr_e,Exchange of ThrGlntyr,-1000.0,1000.0
EX_thrhishis_e,Exchange of ThrHisHis,-1000.0,1000.0
EX_thrilearg_e,Exchange of ThrIleArg,-1000.0,1000.0
EX_thrmetarg_e,Exchange of ThrMetArg,-1000.0,1000.0
EX_thrnt_e,Exchange of L-Threonate,-1000.0,1000.0
EX_thrphearg_e,Exchange of ThrPheArg,-1000.0,1000.0
EX_thrserarg_e,Exchange of ThrSerArg,-1000.0,1000.0
EX_thrthrarg_e,Exchange of ThrThrArg,-1000.0,1000.0
EX_thrtyrmet_e,Exchange of ThrtyrMet,-1000.0,1000.0
EX_thym_e,Thymine exchange,-1000.0,1000.0
EX_thymd_e,Thymidine exchange,-1000.0,1000.0
EX_thyochol_e,EX thyochol(e),-1000.0,1000.0
EX_thyox__L_e,L-Thyroxine exchange,-1000.0,1000.0
EX_tiggly_e,Exchange of Tiglylglycine,-1000.0,1000.0
EX_tlacfvs_e,Exchange reaction for trans-lactone-fluvastatin in hepatic vein,-1000.0,1000.0
EX_tmd_e,Exchange reaction for torasemide in intestinal lumen,-1000.0,1000.0
EX_tmdm1_e,Exchange reaction for Torasemide-M1 in hepatic vein,-1000.0,1000.0
EX_tmdm3_e,Exchange reaction for Torasemide-M3 in hepatic vein,-1000.0,1000.0
EX_tmdm5_e,Exchange reaction for Torasemide-M5 in hepatic vein,-1000.0,1000.0
EX_tmlys_e,"Exchange of N6, N6, N6-Trimethyl-L-Lysine",-1000.0,1000.0
EX_tmndnc_e,Timnodonic acid exchange,-1000.0,1000.0
EX_tolbutamide_e,Tolbutamide exchange,-1000.0,1000.0
EX_tre_e,Trehalose exchange,-1000.0,1000.0
EX_trideceth_e,Exchange of Tridecanoyl Thanolamide (C13:0),-1000.0,1000.0
EX_triodthy_e,Triiodothyronine exchange,-1000.0,1000.0
EX_triodthysuf_e,Triiodothyronine sulfate exchange,-1000.0,1000.0
EX_tripvs_e,Exchange reaction of triol metabolite of pravastatin in hepatic vein,-1000.0,1000.0
EX_trp__L_e,L-Tryptophan exchange,-1000.0,1000.0
EX_trpalapro_e,Exchange of TrpAlaPro,-1000.0,1000.0
EX_trpargala_e,Exchange of TrpArgAla,-1000.0,1000.0
EX_trpaspasp_e,Exchange of TrpAspAsp,-1000.0,1000.0
EX_trpglngln_e,Exchange of TrpGlnGln,-1000.0,1000.0
EX_trpglugly_e,Exchange of TrpGluGly,-1000.0,1000.0
EX_trpgluleu_e,Exchange of TrpGluLeu,-1000.0,1000.0
EX_trpglupro_e,Exchange of TrpGluPro,-1000.0,1000.0
EX_trpglutyr_e,Exchange of TrpGlutyr,-1000.0,1000.0
EX_trpglyasp_e,Exchange of TrpGlyAsp,-1000.0,1000.0
EX_trpglyleu_e,Exchange of TrpGlyLeu,-1000.0,1000.0
EX_trpglyphe_e,Exchange of TrpGlyPhe,-1000.0,1000.0
EX_trpglyval_e,Exchange of TrpGlyVal,-1000.0,1000.0
EX_trphismet_e,Exchange of TrpHisMet,-1000.0,1000.0
EX_trpilelys_e,Exchange of TrpIleLys,-1000.0,1000.0
EX_trpiletrp_e,Exchange of TrpIleTrp,-1000.0,1000.0
EX_trpleuval_e,Exchange of TrpLeuVal,-1000.0,1000.0
EX_trplys_e,Exchange of TrpLys,-1000.0,1000.0
EX_trpmetarg_e,Exchange of TrpMetArg,-1000.0,1000.0
EX_trpmetval_e,Exchange of TrpMetVal,-1000.0,1000.0
EX_trpphe_e,Exchange of TrpPhe,-1000.0,1000.0
EX_trpprogly_e,Exchange of TrpProGly,-1000.0,1000.0
EX_trpproleu_e,Exchange of TrpProLeu,-1000.0,1000.0
EX_trpproval_e,Exchange of TrpProVal,-1000.0,1000.0
EX_trpsertyr_e,Exchange of TrpSertyr,-1000.0,1000.0
EX_trpthrglu_e,Exchange of TrpThrGlu,-1000.0,1000.0
EX_trpthrile_e,Exchange of TrpThrIle,-1000.0,1000.0
EX_trpthrtyr_e,Exchange of TrpThrtyr,-1000.0,1000.0
EX_trptyrgln_e,Exchange of TrptyrGln,-1000.0,1000.0
EX_trptyrtyr_e,Exchange of Trptyrtyr,-1000.0,1000.0
EX_trpvalasp_e,Exchange of TrpValAsp,-1000.0,1000.0
EX_trypta_e,Exchange of Tryptamine,-1000.0,1000.0
EX_tsacmgluc_e,Exchange reaction for thiomethyl-sulphoxide-acetaminophen-glucuronide in hepatic vein,-1000.0,1000.0
EX_tsacmsul_e,Exchange reaction for thiomethyl-sulphoxide-acetaminophen-sulphate in hepatic vein,-1000.0,1000.0
EX_tststerone_e,Testosterone exchange,-1000.0,1000.0
EX_tststeroneglc_e,Testosterone glucuronide exchange,-1000.0,1000.0
EX_tststerones_e,Testosterone sulfate exchange,-1000.0,1000.0
EX_tsul_e,Thiosulfate exchange,-1000.0,1000.0
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,-1000.0,1000.0
EX_ttdcea_e,Tetradecenoate (n-C14:1) exchange,-1000.0,1000.0
EX_ttdcrn_e,Exchange reaction for myristoyl carnitine,-1000.0,1000.0
EX_tudca3s_e,EX tudca3s(e),-1000.0,1000.0
EX_txa2_e,Thromboxane A2 exchange,-1000.0,1000.0
EX_txb2_e,Exchange of Thromboxane B2,-1000.0,1000.0
EX_tym_e,Tyramine exchange,-1000.0,1000.0
EX_tymsf_e,Tyramine O-sulfate exchange,-1000.0,1000.0
EX_tyr__L_e,L-Tyrosine exchange,-1000.0,1000.0
EX_tyrala_e,Exchange of TyrAla,-1000.0,1000.0
EX_tyralaphe_e,Exchange of TyrAlaPhe,-1000.0,1000.0
EX_tyrargglu_e,Exchange of TyrArgGlu,-1000.0,1000.0
EX_tyrargser_e,Exchange of TyrArgSer,-1000.0,1000.0
EX_tyrasparg_e,Exchange of TyrAspArg,-1000.0,1000.0
EX_tyrcysgly_e,Exchange of TyrCysGly,-1000.0,1000.0
EX_tyrcysthr_e,Exchange of TyrCysThr,-1000.0,1000.0
EX_tyrglu_e,Exchange of TyrGlu,-1000.0,1000.0
EX_tyrleuarg_e,Exchange of TyrLeuArg,-1000.0,1000.0
EX_tyrphetyr_e,Exchange of TyrPhetyr,-1000.0,1000.0
EX_tyrthr_e,Exchange of TyrThr,-1000.0,1000.0
EX_tyrtrpphe_e,Exchange of TyrTrpPhe,-1000.0,1000.0
EX_tyrtyr_e,Exchange of Tyrtyr,-1000.0,1000.0
EX_tyrvalmet_e,Exchange of TyrValMet,-1000.0,1000.0
EX_uchol_e,EX uchol(e),-1000.0,1000.0
EX_udca3s_e,EX udca3s(e),-1000.0,1000.0
EX_udp_e,UDP exchange,-1000.0,1000.0
EX_udpg_e,UDPglucose exchange,-1000.0,1000.0
EX_udpgal_e,UDPgalactose exchange,-1000.0,1000.0
EX_udpglcur_e,UDP-D-glucuronate exchange,-1000.0,1000.0
EX_ump_e,UMP exchange,-1000.0,1000.0
EX_ura_e,Uracil exchange,-1000.0,1000.0
EX_urate_e,Urate exchange,-1000.0,1000.0
EX_urcan_e,Exchange of Urocanate,-1000.0,1000.0
EX_urea_e,Urea exchange,-1000.0,1000.0
EX_uri_e,Uridine exchange,-1000.0,1000.0
EX_utp_e,UTP exchange,-1000.0,1000.0
EX_vacc_e,Vaccenic acid exchange,-1000.0,1000.0
EX_val__L_e,L-Valine exchange,-1000.0,1000.0
EX_valarggly_e,Exchange of ValArgGly,-1000.0,1000.0
EX_valhisasn_e,Exchange of ValHisAsn,-1000.0,1000.0
EX_valleuphe_e,Exchange of ValLeuPhe,-1000.0,1000.0
EX_vallystyr_e,Exchange of ValLystyr,-1000.0,1000.0
EX_valphearg_e,Exchange of ValPheArg,-1000.0,1000.0
EX_valprotrp_e,Exchange of ValProTrp,-1000.0,1000.0
EX_valserarg_e,Exchange of ValSerArg,-1000.0,1000.0
EX_valtrpphe_e,Exchange of ValTrpPhe,-1000.0,1000.0
EX_valtrpval_e,Exchange of ValTrpVal,-1000.0,1000.0
EX_valval_e,Exchange of ValVal,-1000.0,1000.0
EX_vanillac_e,Exchange of Vanil-Lactate,-1000.0,1000.0
EX_vitd3_e,Vitamin D3 exchange,-1000.0,1000.0
EX_wharachd_e,20-hydroxy-arachidonate exchange,-1000.0,1000.0
EX_whddca_e,Omega hydroxy dodecanoate (n-C12:0) exchange,-1000.0,1000.0
EX_whhdca_e,Omega hydroxy hexadecanoate (n-C16:0) exchange,-1000.0,1000.0
EX_whtststerone_e,W hydroxy testosterone exchange,-1000.0,1000.0
EX_whttdca_e,Omega hydroxy tetradecanoate (n-C14:0) exchange,-1000.0,1000.0
EX_xan_e,Xanthine exchange,-1000.0,1000.0
EX_xmp_e,Xanthosine 5'-phosphate exchange,-1000.0,1000.0
EX_xol24oh_e,Exchange of (24S)-24-Hydroxycholesterol,-1000.0,1000.0
EX_xol25oh_e,Exchange of 25-Hydroxycholesterol,-1000.0,1000.0
EX_xol27oh_e,Exchange of 26-Hydroxycholesterol,-1000.0,1000.0
EX_xol7ah3_e,"Exchange of 5Beta-Cholestane-3Alpha, 7Alpha, 26-Triol",-1000.0,1000.0
EX_xol7aone_e,Exchange of 7Alpha-Hydroxycholest-4-En-3-One,-1000.0,1000.0
EX_xoldiolone_e,"Exchange of 7Alpha, 12Alpha-Dihydroxycholest-4-En-3-One",-1000.0,1000.0
EX_xolest181_hs_e,"Exchange of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",-1000.0,1000.0
EX_xolest182_hs_e,"Exchange of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",-1000.0,1000.0
EX_xolest183_hs_e,"Exchange of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",-1000.0,1000.0
EX_xolest204_hs_e,"Exchange of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",-1000.0,1000.0
EX_xolest205_hs_e,"Exchange of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)",-1000.0,1000.0
EX_xolest226_hs_e,"Exchange of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)",-1000.0,1000.0
EX_xolest2_hs_e,Cholesterol ester (from R2) exchange,-1000.0,1000.0
EX_xolest_hs_e,Cholesterol ester exchange,-1000.0,1000.0
EX_xoltri24_e,"7-alpha,24(S)-Dihydroxycholesterol exchange",-1000.0,1000.0
EX_xoltri25_e,"7-alpha,25-Dihydroxycholesterol exchange",-1000.0,1000.0
EX_xoltri27_e,"7-alpha,27-Dihydroxycholesterol exchange",-1000.0,1000.0
EX_xtsn_e,Xanthosine exchange,-1000.0,1000.0
EX_xyl__D_e,D-Xylose exchange,-1000.0,1000.0
EX_xylt_e,Xylitol exchange,-1000.0,1000.0
EX_xylu__D_e,Exchange of Xylu D,-1000.0,1000.0
EX_xylu__L_e,L-Xylulose exchange,-1000.0,1000.0
EX_yvite_e,Gamma-Tocopherol exchange,-1000.0,1000.0
EX_zn2_e,name,-1000.0,1000.0
